"","V1","V2"
"1",8.663917203,0.006996506
"2",8.663917203,8.663917203
"3",65.67742203,65.67742203
"4",0.006996506,0.006996506
"5",10.99686261,10.99686261
"6",23.08275528,23.08275528
"7",8.663917203,8.663917203
"8",65.67742203,65.67742203
"9",0.006996506,0.006996506
"10",0.060545984,0.060545984
"11",0.256157159,0.256157159
"12",1.204443194,1.204443194
"13",2.774776775,2.774776775
"14",8.663917203,8.663917203
"15",10.99686261,10.99686261
"16",23.08275528,23.08275528
"17",19.96146632,19.96146632
"18",8.833321437,8.833321437
"19",7.654862173,7.654862173
"20",3.480201471,3.480201471
"21",9.035932278,9.035932278
"22",1.013987352,1.013987352
"23",14.27314026,14.27314026
"24",88.46658868,88.46658868
"25",4.279165335,4.279165335
"26",81.37926697,81.37926697
"27",0.730655125,0.730655125
"28",8.779570105,8.779570105
"29",11.12579575,11.12579575
"30",23.04648433,23.04648433
"31",20.60459187,20.60459187
"32",8.81737396,8.81737396
"33",7.345674238,7.345674238
"34",3.457783253,3.457783253
"35",9.063466047,9.063466047
"36",0.765100015,0.765100015
"37",14.73117828,14.73117828
"38",89.92974948,89.92974948
"39",2.257294529,2.257294529
"40",80.31579081,80.31579081
"41",0.780713044,0.780713044
"42",8.835274305,8.835274305
"43",11.22311759,11.22311759
"44",23.34108188,23.34108188
"45",19.969249,19.969249
"46",8.936838866,8.936838866
"47",7.486239402,7.486239402
"48",3.425402915,3.425402915
"49",4.6639466,4.6639466
"50",0.789419397,0.789419397
"51",14.58136235,14.58136235
"52",88.66790653,88.66790653
"53",4.219591147,4.219591147
"54",81.18785399,81.18785399
"55",0.749078153,0.749078153
"56",8.265948631,8.265948631
"57",11.26233889,11.26233889
"58",22.30877076,22.30877076
"59",20.0714989,20.0714989
"60",8.801466629,8.801466629
"61",7.449639098,7.449639098
"62",3.502828093,3.502828093
"63",7.68485907000614,7.68485907000614
"64",0.0910151337706636,0.0910151337706636
"65",0.00350756576658997,0.00350756576658997
"66",0.0256169965046566,0.0256169965046566
"67",0.104797438870198,0.104797438870198
"68",0.215669972009783,0.215669972009783
"69",1.57862223189593,1.57862223189593
"70",7.68485907000614,7.68485907000614
"71",5.70251740711402,5.70251740711402
"72",16.2901420228045,16.2901420228045
"73",7.93580992517908,7.93580992517908
"74",4.33343190166248,4.33343190166248
"75",3.75384778162192,3.75384778162192
"76",1.44788997181713,1.44788997181713
"77",0.785340396910673,0.785340396910673
"78",0.142192843005308,0.142192843005308
"79",5.30583287433971,5.30583287433971
"80",32.7754282126159,32.7754282126159
"81",1.10656833222776,1.10656833222776
"82",34.4037435767318,34.4037435767318
"83",0.3009736923672,0.3009736923672
"84",7.75120857496986,7.75120857496986
"85",5.91611624351571,5.91611624351571
"86",16.6398666418009,16.6398666418009
"87",8.11691226232819,8.11691226232819
"88",4.42143788263108,4.42143788263108
"89",3.8427048239572,3.8427048239572
"90",1.50269076275342,1.50269076275342
"91",0.950290517161051,0.950290517161051
"92",0.158970067840954,0.158970067840954
"93",5.23244359541641,5.23244359541641
"94",32.858196841344,32.858196841344
"95",1.15018742723458,1.15018742723458
"96",34.9462724030095,34.9462724030095
"97",0.324513776474868,0.324513776474868
"98",7.73469486780726,7.73469486780726
"99",5.87652833547251,5.87652833547251
"100",16.7152849592737,16.7152849592737
"101",8.19479760453863,8.19479760453863
"102",4.43412975709139,4.43412975709139
"103",3.83096441890567,3.83096441890567
"104",1.51199382127864,1.51199382127864
"105",0.942803979886249,0.942803979886249
"106",0.222218314029904,0.222218314029904
"107",5.48248919792425,5.48248919792425
"108",32.3548679831446,32.3548679831446
"109",1.19802141651794,1.19802141651794
"110",35.1793095804502,35.1793095804502
"111",0.328347546142029,0.328347546142029
"112",7.75109350027011,7.75109350027011
"113",5.8339296165434,5.8339296165434
"114",16.5276172682306,16.5276172682306
"115",8.13107949148553,8.13107949148553
"116",4.41402328001673,4.41402328001673
"117",3.81308516034626,3.81308516034626
"118",1.50724602380754,1.50724602380754
"119",5.72414389943667,5.72414389943667
